ID,SKU,Name,Manufacturer,Current Category,Suggested Category,Reason,Requires FFL
"160251","DACGM22LR","DAC 22CAL RIFLE CLEANING KIT 12PC","DAC","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"160253","DACGM308AR","DAC 308/7.62 RIFLE CLEANING KIT 17PC","DAC","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"160254","DACGM30LR","DAC 30CAL RIFLE CLEANING KIT 12PC","DAC","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"160241","DAC38258","DAC UNIV RIFLE CLEANING KIT 16PC","DAC","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"160257","DACGMLRHY","DAC UNIV RIFLE CLEANING KIT 26PC","DAC","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"160261","DBB300P105M50B8","DBB BBL 300 BLK 10.5"" PSTL BLK","Diamondback Barrels","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131060","DB101AC191","DBF DB10 308 16"" MLOK 20RD FDE/ODG","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"160292","DBF101AC191","DBF DB10 308 16"" MLOK 20RD FDE/ODG","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131064","DB1080W001","DBF DB10 8.6BLK 16"" 20RD BLK","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131082","1780H631","DBF DB15 223WYLDE 18"" 30RD BROWN CPR","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131079","DB1731B001","DBF DB15 300BLK 16"" 30RD BLK","DBF","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131091","DB1796B001","DBF DB15 300BLK 16"" MLOK 10RD BLK NY","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131092","1889K001","DBF DB15 5.56 16"" 30RD KAC COLLAB","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131067","DB1717K002","DBF DB15 5.56 16"" FFR 30RD BLK","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131068","DB1717K042","DBF DB15 5.56 16"" FFR 30RD BRZ","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131072","DB171AK001","DBF DB15 5.56 16"" MLOK 30RD BLK","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131069","DB1717K131","DBF DB15 5.56 16"" MLOK 30RD BRN/FDE","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131073","DB171AK071","DBF DB15 5.56 16"" MLOK 30RD BRZ","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131076","DB171AK201","DBF DB15 5.56 16"" MLOK 30RD ODG","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131074","DB171AK192-1","DBF DB15 5.56 16"" MLOK 30RD ODG/FDE","DBF","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"183669","RSR-DBF171AK192-KNIFE-1758077967261","DBF DB15 5.56 16"" MLOK 30RD ODG/FDE","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131075","DB171AK192","DBF DB15 5.56 16"" MLOK 30RD ODG/FDE","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"160305","DBF171AK192","DBF DB15 5.56 16"" MLOK 30RD ODG/FDE","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131077","DB171AK211","DBF DB15 5.56 16"" MLOK 30RD SMK BRZ","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131100","DBK1717K005","DBF DB15 5.56 16"" MLOK MOE 30RD BLK","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131085","DB1784K001","DBF DB15 5.56 16"" V4S MLOK 30RD BLK","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131086","DB1784K061","DBF DB15 5.56 16"" V4S MLOK 30RD FDE","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131090","DB1790K001","DBF DB15 5.56 16"" W/12"" 10RD BLK CA","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131083","1780K241","DBF DB15 5.56NATO 16"" 30RD FLAG","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131070","DBF1717K171","DBF DB15 556 16"" MLOK 30RD TGR STRP","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131084","DB1780K281","DBF DB15 556NATO 16"" 30RD ODG/MC","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131080","DB1732N001","DBF DB15 6.5GRENDEL 18"" 28RD BLK","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131081","DB1732N061","DBF DB15 6.5GRENDEL 18"" 28RD FDE","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"160309","DBF1721K001","DBF DB15 COMBO 5.56 16""/300BLK 16""","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131078","DB1721K001","DBF DB15 COMBO 5.56 16""/300BLK 16""","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131087","1784K131","DBF DB15 OBSDN 5.56 16"" 30RD BRN/FDE","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"160318","DBF1784K791","DBF DB15 OBSDN 5.56 16"" 30RD JUNGLE","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131088","1784K791","DBF DB15 OBSDN 5.56 16"" 30RD JUNGLE","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"160335","DBF2380B001","DBF DB15 SBR 300BLK 10"" BLK","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"160336","DBF2380K001","DBF DB15 SBR 556NATO 10"" 30RD BLK","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"182419","DB2377K001","DBF DB15 SBR 556NATO 11.5"" 30RD BLK","Diamondback Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"160522","DD36-116-06191-018","DD BBL ASSY 300BLK 1-8 CHF 10.3""","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"160500","DD07-078-08072-018","DD BBL ASSY 5.56 1-7 14.5"" LW MID","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"160497","DD07-077-16176-018","DD BBL ASSY 5.56 1-7 CHF 10.3"" CARB","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"160498","DD07-077-16522-018","DD BBL ASSY 5.56 1-7 CHF 11.5"" GOV C","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"160499","DD07-077-19125-018","DD BBL ASSY 5.56 1-7 CHF 14.5"" GOV M","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131230","02-191-10613-047","DD DD4 M4A1 RIII 556NATO 14.5""PB 32R","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131229","02-191-04238-047","DD DD4 M4A1 RIII 556NATO 14.5""PB 32R","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"160475","DD02-191-10613-047","DD DD4 M4A1 RIII 556NATO 14.5""PB 32R","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"160474","DD02-191-04238-047","DD DD4 M4A1 RIII 556NATO 14.5""PB 32R","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"160534","DDWEBGB-0623-1","DD DD4 M4A1RIII 223/556 14.5P GWOT","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131286","WEBGB-0623-1","DD DD4 M4A1RIII 223/556 14.5P GWOT","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131231","02-191-10750-047","DD DD4 RIII 556NATO 16"" 32RD","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131228","02-191-03270-047","DD DD4 RIII 556NATO 16"" 32RD FDE","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"160435","DD02-088-06071-047","DD DD5 SBR 762NATO 12.5"" 20RD BLK","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131219","02-157-07258-047","DD DD5 V3 762NATO 16""MLOK 20RD BLK","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131224","02-158-22207-047","DD DD5 V4 6.5CM 18"" MLOK 20RD BLK","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131223","02-158-20057-047","DD DD5 V4 6.5CM 18"" MLOK 20RD BRN","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131222","02-158-15060-047","DD DD5 V4 7.62 18"" MLOK 20RD BRN","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131220","02-158-13210-047","DD DD5 V4 762NATO 18"" MLOK 20RD BLK","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131221","02-158-13210-055","DD DD5 V4-CC 762NATO 18"" 10RD CA CMP","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131225","02-165-30063-047","DD DD5 V5 6.5CM 20"" MLOK 20RD BLK","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"182423","02-088-05075-047","DD DDM4 PDW 7"" 300BLK 30RD FDE","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"160442","DD02-088-22220-047","DD DDM4 PDW SBR 7"" 300BLK 30RD BLK","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"160431","DD02-088-04228-047","DD DDM4 PDW SBR 7"" 300BLK 30RD COBLT","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131276","42-159-05238","DD DELTA 5 PRO 6.5CM 18"" 10RD OD","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131278","42-159-12079","DD DELTA 5 PRO 6.5CM 26"" 10RD BLK","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131275","42-159-01088","DD DELTA 5 PRO 6.5CM 26"" 10RD TAN","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131284","DEALERLIMITEDSERIES001","DD LS M4V7 556NATO 16"" 32RD DS","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"160532","DDDLRLTDSERIES001","DD LS M4V7 556NATO 16"" 32RD DS","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131282","DLRLIMSER-002CC","DD LS M4V9 556NATO 16"" 10RD CROC CA","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"183670","RSR-DDDLRLIMSER002CC-1758078084358","DD LS M4V9 556NATO 16"" 10RD CROC CA","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"184405","RSR-DDDLRLIMSER002CC-1758135674804","DD LS M4V9 556NATO 16"" 10RD CROC CA","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"160529","DDDLRLIMSER002","DD LS M4V9 556NATO 16"" 32RD CROC RC","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131281","DLRLIMSER-002","DD LS M4V9 556NATO 16"" 32RD CROC RC","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131283","DLRLIMSER-002NM","DD LS M4V9 556NATO 16"" NO MAG CROC","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"184406","RSR-DDDLRLIMSER002NM-1758135674950","DD LS M4V9 556NATO 16"" NO MAG CROC","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"183671","RSR-DDDLRLIMSER002NM-1758078084500","DD LS M4V9 556NATO 16"" NO MAG CROC","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"160432","DD02-088-06027-011","DD M4A1 556NATO 14.5""PB BLK/FDE 32RD","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131194","02-088-06027-011","DD M4A1 556NATO 14.5""PB BLK/FDE 32RD","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"160433","DD02-088-06027-055","DD M4A1 556NATO 14.5""PB FDE 10RD CA","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131195","02-088-06027-055","DD M4A1 556NATO 14.5""PB FDE 10RD CA","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"160439","DD02-088-15126-011","DD M4A1 556NATO 14.5PB BROWN 32RD","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131200","02-088-15126-011","DD M4A1 556NATO 14.5PB BROWN 32RD","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131213","02-128-10290-047","DD M4V7 16 556NATO 32RD FDE/BLK","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"160454","DD02-128-10290-047","DD M4V7 16 556NATO 32RD FDE/BLK","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131212","02-128-10093-047","DD M4V7 556NATO 16"" 32RD COBALT","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"160453","DD02-128-10093-047","DD M4V7 556NATO 16"" 32RD COBALT","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"160449","DD02-128-02338-047","DD M4V7 556NATO 16"" 32RD MILPLUS BRN","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131208","02-128-02338-047","DD M4V7 556NATO 16"" 32RD MILPLUS BRN","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131205","02-128-02081-047","DD M4V7 556NATO 16"" 32RD MLOK BLK","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"160446","DD02-128-02081-047","DD M4V7 556NATO 16"" 32RD MLOK BLK","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"184407","RSR-DDTEXEX-0622-01-1758135675629","DD M4V7 556NATO 16"" 32RD MLOK BLK TX","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131285","02-128-02081-047TX","DD M4V7 556NATO 16"" 32RD MLOK BLK TX","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"160448","DD02-128-02267-047","DD M4V7 556NATO 16"" 32RD MLOK RATTLE","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131207","02-128-02267-047","DD M4V7 556NATO 16"" 32RD MLOK RATTLE","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"160455","DD02-128-11090-047","DD M4V7 PRO 556NATO 18"" 32RD FDE","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131214","02-128-11090-047","DD M4V7 PRO 556NATO 18"" 32RD FDE","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131211","02-128-09385-047","DD M4V7 PRO 556NATO 18"" 32RD MLK GMG","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"160452","DD02-128-09385-047","DD M4V7 PRO 556NATO 18"" 32RD MLK GMG","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"160457","DD02-128-16541-047","DD M4V7 PRO 556NATO 18"" 32RD MLOK BL","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131216","02-128-16541-047","DD M4V7 PRO 556NATO 18"" 32RD MLOK BL","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"160450","DD02-128-02364-047","DD M4V7 PRO 556NATO 18"" 32RD MLOK RC","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131209","02-128-02364-047","DD M4V7 PRO 556NATO 18"" 32RD MLOK RC","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"182433","02-201-12138-047","DD M4V7 RIII 556NATO 16"" 32RD BLK","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"160456","DD02-128-15049-047","DD M4V7 SLW 14.5"" 556NATO 32RD BLK","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131215","02-128-15049-047","DD M4V7 SLW 14.5"" 556NATO 32RD BLK","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131206","02-128-02081-055","DD M4V7-CC 556NATO 16"" 10RD MLOK CA","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"160447","DD02-128-02081-055","DD M4V7-CC 556NATO 16"" 10RD MLOK CA","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"160518","DD23-128-00275-047","DD M4V7S UPPER URG 11.5"" 556NATO","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"160462","DD02-145-15175-047","DD M4V9 556NATO 16"" BLK 32RD","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131218","02-145-15175-047","DD M4V9 556NATO 16"" BLK 32RD","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131217","02-142-13175-047","DD MK12 556NATO 18"" 32RD BLK","Daniel Defense","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"160426","DD01-005-10001","DD OMEGA CARBINE RAIL 7.0 BLK","Daniel Defense","Rifles","Parts","Not an actual firearm - appears to be parts","true"
"131375","SA5821S-A","DSA SA58 308WIN 21"" 20RD BLK","DS Arms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131373","SA5821-T48HB-A","DSA SA58 7.62 21"" WD BIPOD/CH 20RD","DS Arms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"183676","RSR-DSASA5816CP-RRC-A-1758078123914","DSA SA58 7.62NATO 16"" PARA 20RD","DS Arms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131365","SA5816CP-RRC-A","DSA SA58 7.62NATO 16"" PARA 20RD","DS Arms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131370","SA5818CP-RRC-A","DSA SA58 7.62NATO 18"" PARA 20RD","DS Arms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131377","SA5821S-V2-A","DSA SA58 7.62NATO 21"" BIPOD/CH 20RD","DS Arms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131376","SA5821S-RRC-A","DSA SA58 7.62NATO 21"" FIXED 20RD","DS Arms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131372","SA5821-5042-A","DSA SA58 7.62NATO 21"" WOOD 20RD","DS Arms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131378","SA5821SP-A","DSA SA58 7.62X51 21"" 20RD PARA","DS Arms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131374","SA5821MCCM-A","DSA SA58 762NATO 21"" MC FIXED 20RD","DS Arms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131367","SA5818-BW-A","DSA SA58 BUSH WAR 7.62NATO 18"" 20RD","DS Arms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131368","SA5818C-PBW-A","DSA SA58 BUSH WAR 762N 18"" PARA 20RD","DS Arms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131371","SA5821-5041-A","DSA SA58 FALO 7.62X51 21"" FXD 20RD","DS Arms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131363","SA5818-IBR-A","DSA SA58 IBR 18"" 308WIN 20RD BLK","DS Arms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"183674","RSR-DSA5818-IBR-A-1758078123628","DSA SA58 IBR 18"" 308WIN 20RD BLK","DS Arms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131364","SA5816C-PJW-A","DSA SA58 JNGL WAR 762 PARA 16"" 20RD","DS Arms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"131369","SA5818CP-A","DSA SA58CP 308WN 18"" 20RD BLK","DS Arms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"183677","RSR-DSASA5816TAC-A-1758078124055","DSA SA58TAC 308WIN 16.25"" 20RD BLK","DS Arms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"131366","SA5816TAC-A","DSA SA58TAC 308WIN 16.25"" 20RD BLK","DS Arms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"161125","EVO44409-EV","EVODS 40"" RIMFIRE RIFLE CASE","Evolution Outdoor","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"161123","EVO44384-EV","EVODS 54"" HILL COUNTRY II RIFLE CASE","Evolution Outdoor","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"161107","EVO44363-EV","EVODS DIABLO II RIFLE CASE","Evolution Outdoor","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"161105","EVO44357-EV","EVODS PATRIOT RIFLE CASE","Evolution Outdoor","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"161140","EVO51305-EV","EVODS TACTICAL RIFLE SLING BLACK","Evolution Outdoor","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"161328","FABFX-GLR16B","FAB DEF AR15 STOCK COMPART BLK","F.A.B. Defense","Rifles","Parts","Not an actual firearm - appears to be parts","true"
"161319","FABFX-GLCORECPB","FAB DEF AR15 STOCK W/CHEEK REST BLK","F.A.B. Defense","Rifles","Parts","Not an actual firearm - appears to be parts","true"
"161320","FABFX-GLCORECPT","FAB DEF AR15 STOCK W/CHEEK REST TAN","F.A.B. Defense","Rifles","Parts","Not an actual firearm - appears to be parts","true"
"161329","FABFX-GLR16CP","FAB DEF AR15 TACT STOCK ADJ BLK","F.A.B. Defense","Rifles","Parts","Not an actual firearm - appears to be parts","true"
"161324","FABFX-GLCORES","FAB DEF AR15/M4 COMPACT STOCK BLK","F.A.B. Defense","Rifles","Parts","Not an actual firearm - appears to be parts","true"
"161307","FABFX-AG47B","FAB DEF ERGONOMIC PSTL GRIP AK47 BLK","F.A.B. Defense","Rifles","Parts","Not an actual firearm - appears to be parts","true"
"161305","FABFX-AG43B","FAB DEF ERGONOMIC PSTL GRIP AR15 BLK","F.A.B. Defense","Rifles","Parts","Not an actual firearm - appears to be parts","true"
"162319","FXFF556BCNITRIDE","FAXON 5.56 9310 BOLT NITRIDE BLK","Faxon Firearms","Rifles","Parts","Not an actual firearm - appears to be parts","true"
"162337","FXURSSB556P","FAXON ARAK-21 556NATO 12.5"" UPPER","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"162336","FXURSSB556","FAXON ARAK-21 556NATO 16"" UPPER","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"162339","FXURSSB762P","FAXON ARAK-21 7.62X39 12.5"" UPPER","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"162338","FXURSSB762","FAXON ARAK-21 7.62X39 16"" UPPER","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"133116","FX5116","FAXON ASCENT 556NATO 16"" 30RD BLK","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"162310","FXFF-SIL-R-TRI-556-01","FAXON BASILISK SUPPRESSOR 556NATO 3D","Faxon Firearms","Rifles","NFA Products","Not an actual firearm - appears to be nfa products","true"
"162307","FXFF-SIL-R-STD-556-01","FAXON COURSE-AIR FULL TUBE 5.56 BLK","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"162260","FX15A38P10NGQ","FAXON DUTY BBL 300BLK 10.5"" GNNR BLK","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"162252","FX10A810R18NGQ","FAXON DUTY BBL 308WIN 18"" RFL BGNR","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"162261","FX15A58C10NPQ","FAXON DUTY BBL 556NATO 10.5"" PENCIL","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"162262","FX15A58C10NSQ","FAXON DUTY BBL 556NATO 10.5"" SOCOM","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"162263","FX15A58M11NGQ","FAXON DUTY BBL 556NATO 11.5"" MID GNR","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"162264","FX15A58M125NGQ","FAXON DUTY BBL 556NATO 12.5"" MID GNR","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"162265","FX15A58M139NGQ","FAXON DUTY BBL 556NATO 13.9"" MID GNR","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"133121","FX700SA-308-01-7F1B863","FAXON FX7 MATTE ACTION 8.6BLK 16""","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"133120","FX700SA-308-01","FAXON FX7 SHORT ACTION .478 BLK","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"162323","FXFX5500-U","FAXON ION ULTRALT 16"" 556NATO UPPER","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"133118","FX5500","FAXON ION ULTRALT 556 16"" 30RD BLK","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"133119","FX5516X","FAXON ION-X HYPRLT 556 16"" 30RD BLK","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"162278","FX15B35P6NGQ-5R-NP3","FAXON MATCH BBL 300BLK 6"" GNNR","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"162279","FX15B35P7NGQ-5R-NP3","FAXON MATCH BBL 300BLK 7.5"" GNR","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"162280","FX15B38P9NGQ-5R-NP3","FAXON MATCH BBL 300BLK 9"" GNNR BLK","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"133122","FX8616","FAXON SENTINEL 8.6BLK 16"" 20RD BLK","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
"133113","FX338A216","FAXON SENTRY 338ARC 16"" 10RD BLK","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"133117","FX5216","FAXON SENTRY 556NATO 16"" 30RD BLK","Faxon Firearms","Rifles","Accessories","Not an actual firearm - appears to be accessories","false"
"161435","FEAE22SUP1","FED AE SUPPRESSOR 22LR 45GR 50/5000","Federal","Rifles","NFA Products","Not an actual firearm - appears to be nfa products","true"
"161441","FEAE300BLKSUP2","FED AE SUPPRESSOR 300BLK 220GR OT 20","Federal","Rifles","NFA Products","Not an actual firearm - appears to be nfa products","true"
"161712","FEPB127RS","FED PRM 12GA 2.75"" RIFLED SLUG 5/250","Federal","Rifles","Accessories","Not an actual firearm - appears to be accessories","true"
